Row.ID	Name.of.Covered.Entity	State	Covered.Entity.Type	Individuals.Affected	Breach.Submission.Date	Type.of.Breach	Business.Associate.Present	Category
764	Sierra View District Hospital	CA	Healthcare Provider	1009	9/20/2013	Unauthorized Access/Disclosure	FALSE	ELEC
765	"InfoCrossing, Inc."	MO	Business Associate	25461	9/20/2013	Unauthorized Access/Disclosure	TRUE	HARD
766	Region Ten Community Services Board	VA	Healthcare Provider	10228	9/26/2013	Theft	FALSE	EM
767	Comprehensive Podiatry LLC	OH	Healthcare Provider	1360	9/27/2013	Theft	FALSE	ELEC
768	Santa Clara Valley Medical Center	CA	Healthcare Provider	579	9/27/2013	Theft	FALSE	ELEC
769	Not Applicable 	CO	Business Associate	3512	9/28/2013	Theft	TRUE	ELEC
770	"Carol L. Patrick, Ph.D."	OH	Healthcare Provider	517	9/30/2013	Theft	FALSE	ELEC
771	HOPE Family Health	TN	Healthcare Provider	6932	9/30/2013	Theft	FALSE	ELEC
772	UnityPoint Health Affiliated Covered Entity (UnityPoint)	IA	Healthcare Provider	1825	10/2/2013	Unauthorized Access/Disclosure	FALSE	ELEC
773	"Paragon Benefits, Inc."	GA	Business Associate	5232	10/2/2013	Theft	TRUE	EM
774	"University of California, San Francisco"	CA	Healthcare Provider	3553	10/3/2013	Theft	FALSE	SEMI
775	"Reconstructive Orthopaedic Associates II, P.C. d/b/a Rothman Institute"	PA	Healthcare Provider	2350	10/3/2013	Theft	FALSE	HARD
776	Group Health Cooperative	WA	Healthcare Provider	1015	10/3/2013	Other	FALSE	HARD
777	Schuylkill Health System	PA	Healthcare Provider	2810	10/4/2013	Theft	FALSE	ELEC
778	CaroMont Medical Group	NC	Healthcare Provider	1310	10/4/2013	Other	FALSE	EM
779	Mount SInai Medical Center	NY	Healthcare Provider	1586	10/4/2013	Improper Disposal	FALSE	HARD
780	Healthcare Management System 	TN	Business Associate	4330	10/4/2013	Unauthorized Access/Disclosure	TRUE	HARD
781	Saint Louis University	MO	Healthcare Provider	3100	10/7/2013	Unauthorized Access/Disclosure	FALSE	EM
782	BlackHawk	IL	Business Associate	7120	10/9/2013	Hacking/IT Incident	TRUE	ELEC
783	Ferris State University - MI College of Optometry	MI	Healthcare Provider	3947	10/11/2013	Hacking/IT Incident	FALSE	ELEC
784	"Access Counseling, LLC"	IN	Healthcare Provider	566	10/14/2013	Theft	FALSE	ELEC
785	Rose Medical Center	CO	Healthcare Provider	606	10/14/2013	Improper Disposal	FALSE	HARD
786	BriovaRx	IL	Healthcare Provider	1067	10/14/2013	Unauthorized Access/Disclosure	FALSE	EM
787	"North Country Hospital and Health Center, Inc"	VT	Healthcare Provider	550	10/15/2013	Theft	FALSE	ELEC
788	"Hope Community Resources, Inc."	AK	Healthcare Provider	1556	10/16/2013	Unauthorized Access/Disclosure	FALSE	EM
789	Broward Health Medical Center	FL	Healthcare Provider	960	10/17/2013	Unauthorized Access/Disclosure	FALSE	ELEC
790	Mount Sinai Medical Center	NY	Healthcare Provider	610	10/21/2013	Loss	FALSE	OELE
791	Texas Health Presbyterian Dallas Hospital	TX	Healthcare Provider	949	10/22/2013	Theft	FALSE	ELEC
792	Seton Healthcare Family	TX	Healthcare Provider	5500	10/23/2013	Theft	FALSE	ELEC
793	PROFESSIONAL TRANSCRIPTION SERVICES	NY	Business Associate	37000	10/25/2013	Unauthorized Access/Disclosure	TRUE	ELEC
794	Good Samaritan Hospital	CA	Healthcare Provider	3833	10/25/2013	Theft	FALSE	ELEC
795	SSM Health Care of Wisconsin DBA: St. Marys Janesville Hospital	WI	Healthcare Provider	631	10/25/2013	Theft	FALSE	ELEC
796	AHMC Healthcare Inc. and affiliated Hospitals	CA	Healthcare Provider	729000	10/25/2013	Theft	FALSE	ELEC
797	"Greater Dallas Orthopaedics, PLLC"	TX	Healthcare Provider	5840	10/28/2013	Theft	FALSE	ELEC
798	"Spirit Home Health Care, Corp"	FL	Business Associate	603	10/29/2013	Improper Disposal	TRUE	HARD
799	Rotech Healthcare Inc.	FL	Healthcare Provider	10680	10/29/2013	Unauthorized Access/Disclosure	FALSE	ELEC
800	"Reimbursement Technologies, Inc."	PA	Healthcare Clearing House	2300	10/31/2013	Unauthorized Access/Disclosure	FALSE	ELEC
801	"Superior HealthPlan, Inc."	TX	Health Plan	6284	11/1/2013	Other	FALSE	HARD
802	Genesis Rehabilitation Services	PA	Healthcare Provider	1167	11/1/2013	Loss	FALSE	OELE
803	"Colorado Health & Wellness, Inc."	CO	Healthcare Provider	651	11/2/2013	"Theft, Unauthorized Access/Disclosure"	FALSE	ELEC
804	Barnabas Health Medical Group	NJ	Healthcare Provider	1100	11/5/2013	Theft	FALSE	ELEC
805	"DaVita, a division of DaVita HealthCare Partners Inc"	CO	Healthcare Provider	11500	11/5/2013	"Other, Theft"	FALSE	ELEC
806	Blue Cross and Blue Shield of North Carolina	NC	Health Plan	687	11/7/2013	Unauthorized Access/Disclosure	FALSE	HARD
807	North Carolina Department of Health and Human Services - Division of State Operated Health Care Facilities  	NC	Healthcare Provider	1315	11/8/2013	Unauthorized Access/Disclosure	FALSE	OTHE
808	Triple S Salud Inc.	PR	Business Associate	13336	11/8/2013	Unauthorized Access/Disclosure	TRUE	HARD
809	Associated Urologists of North Carolina	NC	Healthcare Provider	7300	11/8/2013	Other	FALSE	OTHE
810	Kemmet Dental Design 	ND	Healthcare Provider	2000	11/12/2013	"Other, Theft"	FALSE	HARD
811	Hospice of the Chesapeake	MD	Healthcare Provider	7606	11/12/2013	Theft	FALSE	EM
812	All Source Medical Management	AZ	Business Associate	1456	11/13/2013	Theft	TRUE	OTHE
813	Memorial Sloan-Kettering Cancer Center	NY	Healthcare Provider	2279	11/13/2013	Loss	FALSE	OELE
814	Health Fitness Corporation	IL	Business Associate	4837	11/14/2013	Theft	TRUE	ELEC
815	UHS-Pruitt Corporation	GA	Healthcare Provider	1300	11/15/2013	Theft	FALSE	ELEC
816	"United Dynacare, LLC dba Dynacare Laboratories"	WI	Healthcare Provider	9328	11/18/2013	Theft	FALSE	OELE
817	Redwood Memorial Hospital	CA	Healthcare Provider	1039	11/19/2013	Loss	FALSE	OELE
818	"University of California, San Francisco"	CA	Healthcare Provider	8294	11/22/2013	Theft	FALSE	SEMI
819	Kaiser Foundation Hospital- Orange County	CA	Healthcare Provider	49000	11/22/2013	Loss	FALSE	OELE
820	Jones Chiropractic and Maximum Health	IN	Healthcare Provider	1500	11/26/2013	Theft	FALSE	ELEC
821	Ronald Schubert MD PLLC	WA	Healthcare Provider	950	11/26/2013	Theft	FALSE	ELEC
822	UPMC	PA	Healthcare Provider	1279	11/27/2013	Unauthorized Access/Disclosure	FALSE	ELEC
823	UW Medicine	WA	Healthcare Provider	76183	11/27/2013	Hacking/IT Incident	FALSE	ELEC
824	City of Chicago	IL	Healthcare Provider	2080	11/29/2013	Unauthorized Access/Disclosure	FALSE	ELEC
825	"Quality Health Claims Consultants, LLC"	IL	Business Associate	1573	12/6/2013	Theft	TRUE	EM
826	SIU HealthCare	IL	Healthcare Provider	1891	12/6/2013	"Loss, Theft"	FALSE	ELEC
827	The Good Samaritan Health Center	GA	Healthcare Provider	5000	12/6/2013	Other	FALSE	ELEC
828	UniHealth Source	GA	Healthcare Provider	4500	12/6/2013	Theft	FALSE	ELEC
829	Walgreen Co.	IL	Healthcare Provider	17350	12/6/2013	Other	FALSE	HARD
830	Methodist Dallas Medical Center	TX	Healthcare Provider	44000	12/6/2013	Unauthorized Access/Disclosure	FALSE	OTHE
831	Florida Digestive Health Specialists	FL	Healthcare Provider	4400	12/9/2013	Unauthorized Access/Disclosure	FALSE	ELEC
832	"Northside Hospital, Inc."	GA	Healthcare Provider	4879	12/10/2013	Loss	FALSE	ELEC
833	"Health Help, Inc."	KY	Healthcare Provider	535	12/10/2013	Theft	FALSE	OELE
834	L.A. Gay & Lesbian Center	CA	Healthcare Provider	59000	12/10/2013	Hacking/IT Incident	FALSE	ELEC
835	Mosaic	NE	Healthcare Provider	3857	12/11/2013	Other	FALSE	EM
836	Island Peer Review Organization	NY	Business Associate	9642	12/12/2013	Loss	TRUE	OELE
837	Molina Healthcare In	CA	Business Associate	1499	12/16/2013	Unauthorized Access/Disclosure	TRUE	ELEC
838	Wyoming Department of Health	WY	Health Plan	11935	12/16/2013	Unauthorized Access/Disclosure	FALSE	ELEC
839	Shiloh Medical Clinic	MT	Healthcare Provider	1900	12/17/2013	Unauthorized Access/Disclosure	FALSE	ELEC
840	DeLoach & Williamson	SC	Business Associate	3432	12/18/2013	Theft	TRUE	ELEC
841	Colby DeHart	TN	Business Associate	2777	12/19/2013	Theft	TRUE	ELEC
842	ZDI	CA	Business Associate	1674	12/20/2013	Loss	TRUE	HARD
843	"Molina Healthcare of Texas, Inc."	TX	Health Plan	2826	12/21/2013	Other	FALSE	HARD
844	"Rob Meaglia, DDS"	CA	Healthcare Provider	1400	12/23/2013	Theft	FALSE	ELEC
845	Jeff Spiegel	MA	Healthcare Provider	832	12/23/2013	Unauthorized Access/Disclosure	FALSE	EM
846	Tranquility Counseling Services	NC	Healthcare Provider	1683	12/23/2013	Other	FALSE	HARD
847	Florida Department of Health	FL	Healthcare Provider	2354	12/23/2013	Unauthorized Access/Disclosure	FALSE	ELEC
848	"New Mexico Oncology Hematology Consultants, LTD"	NM	Healthcare Provider	12354	12/31/2013	Theft	FALSE	ELEC
849	Colorado Community Health Alliance (CCHA)/Physicians Health Partners	CO	Business Associate	1918	1/2/2014	Unauthorized Access/Disclosure	TRUE	EM
850	"Horizon Healthcare Services, Inc., doing business as Horizon Blue Cross Blue Shield of New Jersey, and its affiliates"	NJ	Business Associate	839711	1/3/2014	Theft	TRUE	ELEC
851	Phoebe Putney Memorial Hospital	GA	Healthcare Provider	6989	1/3/2014	Loss	FALSE	ELEC
852	Coulee Medical Center	WA	Healthcare Provider	2500	1/3/2014	Theft	FALSE	ELEC
853	"RevSpring, Inc."	MI	Business Associate	3000	1/6/2014	Other	TRUE	HARD
854	North Carolina Department of Health and Human Services 	NC	Health Plan	48752	1/6/2014	Unauthorized Access/Disclosure	FALSE	OTHE
855	"Phreesia, Inc"	NY	Business Associate	2500	1/8/2014	Theft	TRUE	ELEC
856	Tri Lakes Medical Center	MS	Healthcare Provider	1489	1/10/2014	Hacking/IT Incident	FALSE	ELEC
857	Virginia Premier Health Plan (VPHP)	VA	Business Associate	25513	1/10/2014	Theft	TRUE	HARD
858	Cook County Health & Hospitals System	IL	Healthcare Provider	22511	1/11/2014	Other	FALSE	EM
859	Southwest General Health Center	OH	Healthcare Provider	953	1/13/2014	Unknown	FALSE	OTHE
860	"RGH Enterprises, Inc."	OH	Health Plan	4230	1/13/2014	Theft	FALSE	ELEC
861	Network Pharmacy Knoxville	TN	Healthcare Provider	9602	1/15/2014	Theft	FALSE	ELEC
862	Saint Francis Hospital and Medical Center	CT	Healthcare Provider	858	1/16/2014	Theft	FALSE	HARD
863	Sentara Healthcare	VA	Healthcare Provider	3861	1/16/2014	"Theft, Unauthorized Access/Disclosure"	FALSE	ELEC
864	Health Dimensions	MI	Healthcare Provider	5370	1/16/2014	Theft	FALSE	ELEC
865	COMPLETE MEDICAL HOMECARE	KS	Healthcare Provider	1700	1/21/2014	Unauthorized Access/Disclosure	FALSE	OELE
866	Hospital for Special Surgery	NY	Healthcare Provider	937	1/21/2014	Theft	FALSE	SEMI
867	The Brooklyn Hospital Center	NY	Healthcare Provider	2172	1/22/2014	Loss	FALSE	OELE
868	"Robert B. Neves, M.D."	CA	Business Associate	611	1/24/2014	Theft	TRUE	ELEC
869	"Triple-C, Inc."	PR	Business Associate	398000	1/24/2014	Theft	TRUE	ELEC
870	"Triple-C, Inc."	PR	Business Associate	8000	1/24/2014	"Theft, Unauthorized Access/Disclosure"	TRUE	ELEC
871	"Birmingham Printing and Publishing, Inc dba Paper Airplane"	AL	Business Associate	1085	1/24/2014	Other	TRUE	OTHE
872	Medical Mutual of Ohio	OH	Business Associate	1420	1/27/2014	Unauthorized Access/Disclosure	TRUE	HARD
873	University of Wisconsin-Madison School of Pharmacy	WI	Business Associate	41437	1/30/2014	Loss	TRUE	OELE
874	The University of Texas MD Anderson Cancer Center	TX	Healthcare Provider	3598	1/31/2014	Loss	FALSE	OELE
875	Beebe Medical Center	DE	Healthcare Provider	1883	1/31/2014	Other	FALSE	ELEC
876	St. Joseph Health System 	TX	Health Plan	405000	2/5/2014	Hacking/IT Incident	FALSE	ELEC
877	"Min Yi, M.D."	CA	Healthcare Provider	4676	2/5/2014	Theft	FALSE	OELE
878	Easter Seal Society of Superior California	CA	Healthcare Provider	3026	2/7/2014	Theft	FALSE	ELEC
879	PruittHealth Pharmacy Services	GA	Healthcare Provider	841	2/7/2014	Theft	FALSE	ELEC
880	Kmart Corporation	IL	Healthcare Provider	16446	2/10/2014	Theft	FALSE	OELE
881	WA State Department of Social & Health Services	WA	Health Plan	3104	2/11/2014	"Other, Unauthorized Access/Disclosure"	FALSE	HARD
882	Not Applicable 	NY	Business Associate	6475	2/12/2014	"Other, Theft"	TRUE	ELEC
883	University of Miami	FL	Healthcare Provider	13074	2/12/2014	Loss	FALSE	HARD
884	"Supportive Concepts for Families, Inc."	PA	Healthcare Provider	593	2/13/2014	Unauthorized Access/Disclosure	FALSE	ELEC
885	Health Care Solutions at Home Inc.	OH	Health Plan	1139	2/14/2014	Theft	FALSE	OTHE
886	University of California Davis Medical Center	CA	Healthcare Provider	2269	2/14/2014	Hacking/IT Incident	FALSE	EM
887	"St. Vincent Hospital and Healthcare, Inc"	IN	Healthcare Provider	1142	2/18/2014	Theft	FALSE	ELEC
888	"StayWell Health Management, LLC"	MN	Business Associate	10024	2/21/2014	Unauthorized Access/Disclosure	TRUE	ELEC
889	"StayWell Health Management, LLC"	MN	Business Associate	520	2/21/2014	Unauthorized Access/Disclosure	TRUE	ELEC
890	"StayWell Health Management, LLC"	MN	Business Associate	4786	2/21/2014	Unauthorized Access/Disclosure	TRUE	ELEC
891	Inspira Health Network Inc.	NJ	Healthcare Provider	1411	2/21/2014	Theft	FALSE	ELEC
892	"StayWell Health Management, LLC"	MN	Business Associate	1511	2/25/2014	Unauthorized Access/Disclosure	TRUE	ELEC
893	"Care Advantage, Inc."	VA	Healthcare Provider	3458	2/26/2014	Theft	FALSE	ELEC
894	Pair Networks Inc.	PA	Business Associate	8845	2/26/2014	"Other, Unauthorized Access/Disclosure"	TRUE	OTHE
895	"The Kroger Co., for itself and its affiliates and subsidiaries"	OH	Healthcare Provider	504	2/26/2014	Other	FALSE	ELEC
896	"Cornerstone Health Care, PA"	NC	Healthcare Provider	548	2/26/2014	"Loss, Theft"	FALSE	ELEC
897	Joseph Michael Benson M.D	TX	Healthcare Provider	7500	2/27/2014	Theft	FALSE	ELEC
898	Data Media	GA	Business Associate	600	2/28/2014	Other	TRUE	OTHE
899	Eureka Internal Medicine	CA	Healthcare Provider	3534	3/4/2014	Improper Disposal	FALSE	HARD
900	St. Joseph Health System	TX	Business Associate	3300	3/5/2014	Hacking/IT Incident	TRUE	ELEC
901	Banner Health	AZ	Healthcare Provider	55207	3/5/2014	Other	FALSE	OTHE
902	"PracMan, Inc."	AL	Business Associate	1179	3/10/2014	Hacking/IT Incident	TRUE	ELEC
903	Iowa Dept. of Human Services	IA	Health Plan	2042	3/10/2014	Other	FALSE	OELE
904	Mission City Community Network	CA	Healthcare Provider	7800	3/12/2014	Theft	FALSE	EM
905	"University of California, San Francisco"	CA	Healthcare Provider	9861	3/12/2014	Theft	FALSE	ELEC
906	Detroit Medical Center - Harper University Hospital	MI	Healthcare Provider	1087	3/13/2014	"Theft, Unauthorized Access/Disclosure"	FALSE	HARD
907	"Todd M. Burton, M.D."	TX	Healthcare Provider	5000	3/13/2014	Theft	FALSE	OTHE
908	Valley View Hosptial Association	CO	Healthcare Provider	5415	3/14/2014	Other	FALSE	MAG
909	Hospitalists of Arizona	AZ	Healthcare Provider	1706	3/16/2014	Theft	FALSE	ELEC
910	TMA Practice Management Group	TX	Business Associate	2260	3/17/2014	"Improper Disposal, Loss"	TRUE	OELE
911	"StayWell Health Management, LLC"	MN	Business Associate	1746	3/18/2014	Unauthorized Access/Disclosure	TRUE	ELEC
912	Berea College	KY	Healthcare Provider	1000	3/20/2014	Other	FALSE	ELEC
913	"HealthPartners, Inc."	MN	Health Plan	27839	3/21/2014	"Loss, Unauthorized Access/Disclosure"	FALSE	OELE
914	"HealthPartners Administrators, Inc."	MN	Business Associate	796	3/21/2014	"Loss, Unauthorized Access/Disclosure"	TRUE	OELE
915	"HealthPartners Administrators, Inc."	MN	Business Associate	1699	3/21/2014	"Loss, Unauthorized Access/Disclosure"	TRUE	OELE
916	"HealthPartners Administrators, Inc."	MN	Business Associate	715	3/21/2014	"Loss, Unauthorized Access/Disclosure"	TRUE	OELE
917	Talyst	WA	Business Associate	1079	3/24/2014	Theft	TRUE	ELEC
918	Yellowstone Boys and Girls Ranch	MT	Healthcare Provider	543	3/24/2014	Theft	FALSE	HARD
919	"Orlando Health, Inc."	FL	Healthcare Provider	586	3/24/2014	Loss	FALSE	OELE
920	NOVA Chiropractic & Rehab Center	VA	Healthcare Provider	5534	3/27/2014	"Loss, Other"	FALSE	OELE
921	Susquehanna Health	PA	Healthcare Provider	657	3/27/2014	Unauthorized Access/Disclosure	FALSE	EM
922	Jewish Hospital	KY	Healthcare Provider	2992	3/28/2014	Other	FALSE	EM
923	Franciscan Medical Group	WA	Healthcare Provider	8300	3/28/2014	Other	FALSE	EM
924	Palomar Health	CA	Healthcare Provider	5499	3/28/2014	Theft	FALSE	OELE
925	"Myriad Genetic Laboratories, Inc."	UT	Healthcare Provider	643	3/29/2014	Unauthorized Access/Disclosure	FALSE	EM
926	"RelayHealth, a division of McKesson"	GA	Business Associate	1000	3/31/2014	Unauthorized Access/Disclosure	TRUE	OTHE
927	"Policy Studies, Inc. / Postal Center International, Inc."	FL	Business Associate	580	3/31/2014	Unauthorized Access/Disclosure	TRUE	HARD
928	"Midwest Orthopaedics at Rush, LLC"	IL	Healthcare Provider	1256	3/31/2014	Hacking/IT Incident	FALSE	EM
929	Indian Health Service	MD	Health Plan	214000	4/1/2014	Unauthorized Access/Disclosure	FALSE	ELEC
930	Kaiser Permanente Northern CA Department of Research	CA	Healthcare Provider	5178	4/2/2014	Hacking/IT Incident	FALSE	ELEC
931	Triple-S Salud 	PR	Health Plan	5795	4/2/2014	Theft	FALSE	OTHE
932	American Health Inc. 	PR	Health Plan	17776	4/3/2014	Theft	FALSE	OTHE
933	"State Long Term Care Ombudsmans Office, Michigan Department of Community Health "	MI	Health Plan	2595	4/3/2014	Theft	FALSE	OELE
934	Presence St. Joseph's Medical Center	IL	Healthcare Provider	836	4/4/2014	Other	FALSE	HARD
935	"Clinical Reference Laboratory, Inc."	KS	Healthcare Provider	979	4/9/2014	Loss	FALSE	HARD
936	Cigna	CT	Business Associate	527	4/9/2014	Loss	TRUE	HARD
937	"Amerigroup Texas, Inc. "	VA	Business Associate	75026	4/10/2014	Theft	TRUE	HARD
938	BLUE CROSS AND BLUE SHIELD OF KANSAS CITY	MO	Health Plan	2546	4/11/2014	Unauthorized Access/Disclosure	FALSE	OTHE
939	"University Urology, P.C."	TN	Healthcare Provider	1144	4/14/2014	Unauthorized Access/Disclosure	FALSE	HARD
940	"Healthy Connections, Inc"	CA	Healthcare Provider	793	4/14/2014	Loss	FALSE	OELE
941	IHS	MD	Health Plan	5000	4/15/2014	Unauthorized Access/Disclosure	FALSE	OTHE
942	Triple S Salud Inc.	PR	Business Associate	7911	4/15/2014	Theft	TRUE	OELE
943	Greenwood Leflore Hospital	MS	Healthcare Provider	3750	4/16/2014	Theft	FALSE	OTHE
944	"Service Coordination, Inc."	MD	Business Associate	10766	4/17/2014	"Hacking/IT Incident, Unauthorized Access/Disclosure"	TRUE	ELEC
945	"Courier Express/Atlanta, Courier Express/Charlotte & Courier Express US, Inc."	GA	Business Associate	2523	4/17/2014	"Theft, Unauthorized Access/Disclosure"	TRUE	HARD
946	Shaker Clinic	OH	Healthcare Provider	617	4/18/2014	Loss	FALSE	HARD
947	Tri State Adjustments	WI	Business Associate	1400	4/18/2014	Other	TRUE	OTHE
948	Larsen Dental Care LLC	ID	Healthcare Provider	6900	4/18/2014	Theft	FALSE	OELE
949	CENTURA HEALTH	CO	Healthcare Provider	12286	4/22/2014	Hacking/IT Incident	FALSE	EM
950	"Ladies First Choice, Inc."	FL	Healthcare Provider	2365	4/23/2014	"Theft, Unauthorized Access/Disclosure"	FALSE	ELEC
951	"Tufts Associated Health Maintenance Organization, Inc. and Tufts Insurance Company "	MA	Health Plan	8830	4/24/2014	Theft	FALSE	OTHE
952	Inclusion Research Institute	DC	Business Associate	2200	4/24/2014	Unauthorized Access/Disclosure	TRUE	HARD
953	Willis North America Inc. Medical Expense Benefit Plan	NY	Health Plan	4830	4/24/2014	Unauthorized Access/Disclosure	FALSE	EM
954	Sorenson Communications	UT	Business Associate	9800	4/24/2014	Hacking/IT Incident	TRUE	ELEC
955	Baylor Medical Center at McKinney	TX	Healthcare Provider	1253	4/25/2014	Hacking/IT Incident	FALSE	EM
956	Baylor Medical Center at Irving	TX	Healthcare Provider	2308	4/25/2014	Hacking/IT Incident	FALSE	EM
957	Baylor Regional Medical Center at Plano	TX	Healthcare Provider	1981	4/25/2014	Hacking/IT Incident	FALSE	EM
958	HealthTexas Provider Network	TX	Healthcare Provider	2742	4/25/2014	Hacking/IT Incident	FALSE	EM
959	"Ferguson Advertising, Inc."	IN	Business Associate	1361	4/25/2014	Hacking/IT Incident	TRUE	ELEC
960	Iowa Medicaid Enterprise	IA	Health Plan	862	4/25/2014	Unauthorized Access/Disclosure	FALSE	HARD
961	Flowers Hospital	AL	Healthcare Provider	629	4/25/2014	Theft	FALSE	HARD
962	Reading Health System	PA	Healthcare Provider	1845	4/29/2014	Loss	FALSE	HARD
963	MDF Transcription Services	MA	Business Associate	15265	4/29/2014	Other	TRUE	OTHE
964	OptumRx	IL	Business Associate	5696	4/30/2014	Theft	TRUE	HARD
965	UMass Memorial Medical Center	MA	Healthcare Provider	2387	5/5/2014	Unauthorized Access/Disclosure	FALSE	ELEC
966	KEYSTONE INSURERS GROUP	IN	Business Associate	1008	5/6/2014	Other	TRUE	EM
967	Options Counseling Center	NJ	Healthcare Provider	2828	5/9/2014	"Theft, Unauthorized Access/Disclosure"	FALSE	HARD
968	Creel Printing	NV	Business Associate	4744	5/10/2014	Other	TRUE	HARD
969	Howard L. Weinstein D.P.M.	TX	Healthcare Provider	1000	5/10/2014	Theft	FALSE	ELEC
970	American Health Inc. 	PR	Health Plan	11531	5/18/2014	Unauthorized Access/Disclosure	FALSE	HARD
971	Central City Concern	OR	Healthcare Provider	17914	5/19/2014	Unauthorized Access/Disclosure	FALSE	OTHE
972	Bloom Health	MN	Business Associate	502	5/19/2014	"Hacking/IT Incident, Unauthorized Access/Disclosure"	TRUE	EM
973	Elliot Health System	NH	Healthcare Provider	1208	5/21/2014	Theft	FALSE	ELEC
974	"Sutherland Healthcare Solutions, Inc."	NJ	Business Associate	342197	5/22/2014	Theft	TRUE	ELEC
975	Humana Inc [case #15381]	KY	Health Plan	2962	5/23/2014	Theft	FALSE	OELE
976	Jamaica Hospital Medical Center	NY	Healthcare Provider	26162	5/23/2014	Unauthorized Access/Disclosure	FALSE	ELEC
977	Bay Park Hospital	OH	Healthcare Provider	594	5/28/2014	Unauthorized Access/Disclosure	FALSE	ELEC
978	Triple-S Salud 	PR	Health Plan	56853	5/29/2014	Unauthorized Access/Disclosure	FALSE	HARD
979	"NFP Maschino, Hudelson & Associates"	OK	Business Associate	3814	5/30/2014	Theft	TRUE	ELEC
980	Salina Health Education Foundation dba Salina Family Healthcare Center	KS	Healthcare Provider	9640	6/5/2014	Unauthorized Access/Disclosure	FALSE	EM
981	Open Cities Health Center 	MN	Healthcare Provider	1304	6/5/2014	Other	FALSE	EM
982	Mark A. Gillispie	CA	Healthcare Provider	5845	6/6/2014	Theft	FALSE	ELEC
983	Penn State Milton S Hershey Medical Center	PA	Healthcare Provider	1801	6/6/2014	Other	FALSE	OELE
984	Walgreen Co.	IL	Healthcare Provider	540	6/6/2014	Theft	FALSE	SEMI
985	St. Francis Hospital	GA	Healthcare Provider	1175	6/9/2014	Other	FALSE	EM
986	"Doctors First Choice Billings, Inc"	FL	Business Associate	9255	6/11/2014	Theft	TRUE	OTHE
987	"Doctors First Choice Billings, Inc."	FL	Business Associate	1831	6/12/2014	Hacking/IT Incident	TRUE	OTHE
988	Santa Rosa Memorial Hospital 	CA	Healthcare Provider	33702	6/13/2014	"Loss, Theft"	FALSE	OELE
989	Baylor Medical Center at Carrollton	TX	Healthcare Provider	2874	6/13/2014	Unauthorized Access/Disclosure	FALSE	ELEC
990	Group Health Plan of Hurley Medical Center	MI	Health Plan	2289	6/16/2014	Unauthorized Access/Disclosure	FALSE	EM
991	IHS	MD	Health Plan	620	6/19/2014	Unauthorized Access/Disclosure	FALSE	OTHE
992	"David DiGiallorenzo, D.M.D."	PA	Healthcare Provider	11000	6/19/2014	"Hacking/IT Incident, Unauthorized Access/Disclosure"	FALSE	OTHE
993	"NRAD Medical Associates, P.C."	NY	Healthcare Provider	97000	6/20/2014	"Hacking/IT Incident, Unauthorized Access/Disclosure"	FALSE	OELE
994	NYU Hospitals Center	NY	Healthcare Provider	872	6/20/2014	Theft	FALSE	ELEC
995	"Abrham Tekola, M.D.,INC"	CA	Healthcare Provider	5471	6/20/2014	Theft	FALSE	ELEC
996	Colorado Neurodiagnostics	CO	Healthcare Provider	750	6/23/2014	Theft	FALSE	ELEC
997	"Sloane Stecker Physical Therapy, PC"	NY	Healthcare Provider	2000	6/24/2014	Theft	FALSE	ELEC
998	Riverside County Regional Medical Center	CA	Healthcare Provider	563	6/24/2014	Theft	FALSE	ELEC
999	Rady Children's Hospital - San Diego	CA	Healthcare Provider	14121	6/24/2014	Unauthorized Access/Disclosure	FALSE	EM
1000	Rady Children's Hospital - San Diego	CA	Healthcare Provider	6307	6/25/2014	Unauthorized Access/Disclosure	FALSE	OELE
1001	Alabama Department of Public Health	AL	Healthcare Provider	1200	6/26/2014	Theft	FALSE	ELEC
1002	The Union Labor Life Insurance Company	MD	Healthcare Provider	42713	6/27/2014	Theft	FALSE	ELEC
1003	VA Long Beach Healthcare System	CA	Healthcare Provider	592	7/4/2014	Unauthorized Access/Disclosure	FALSE	HARD
1004	D&J Optical Inc. 	AL	Health Plan	1100	7/7/2014	Hacking/IT Incident	FALSE	ELEC
1005	Montana Department of Public Health and Human Services	MT	Health Plan	1062509	7/7/2014	Hacking/IT Incident	FALSE	ELEC
1006	Highmark Inc.	PA	Business Associate	2589	7/8/2014	Theft	TRUE	HARD
1007	Haley Chiropractic Clinic	WA	Healthcare Provider	6000	7/8/2014	Theft	FALSE	MAG
1008	"St. Vincent Hospital and Health Care Center, Inc."	IN	Business Associate	63325	7/9/2014	Unauthorized Access/Disclosure	TRUE	HARD
1009	"InSync Computer Solutions, Inc."	AL	Business Associate	50918	7/11/2014	Other	TRUE	ELEC
1010	Western Regional Center for Brain and Spine Surgery	NV	Healthcare Provider	12000	7/12/2014	Theft	FALSE	ELEC
1011	Indian Health Service	SD	Health Plan	620	7/15/2014	"Loss, Unauthorized Access/Disclosure"	FALSE	OTHE
1012	University of Pennsylvania Health System	PA	Healthcare Provider	661	7/16/2014	Theft	FALSE	HARD
1013	Bay Area Pain Medical Associates 	CA	Healthcare Provider	2780	7/16/2014	Theft	FALSE	ELEC
1014	Minneapolis VA Health Care System	MN	Health Plan	500	7/17/2014	Unauthorized Access/Disclosure	FALSE	HARD
1015	McKesson Business Performance Services	NJ	Business Associate	680	7/23/2014	Unauthorized Access/Disclosure	TRUE	ELEC
